job_profile_id,competency_id,competency_name,competency_level
10020638,SKLMANU20,Lean Manufacturing Principles,3
10020638,SKLRD06,Product Design,3
10020639,CAP112,Technical Credibility,3
10020639,SKLLEAD18,Gap Analysis,3
10020639,CAP125,Strategic and Tactical Planning,3
10020639,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020639,SKLGEN44,Cross-Functional Collaboration,3
10020639,CAP078,Organizational Knowledge,3
10020639,SKLMANU13,Good Manufacturing Practice (GMP),3
10020639,CAP064,Leading Others,3
10020639,CAP089,Program Management,3
10020639,CAP018,Change Management,3
10020639,CAP040,Developing Others,3
10020639,SKLHC58,Pharmaceutical Knowledge,3
10020639,SKLMANU01,Agile Manufacturing,3
10020639,CAP055,Industry Insight,3
10020639,SKLGEN45,Process Optimization,3
10020639,SKLGEN04,Cost-Benefit Analysis,3
10020639,SKLCS02,Business Intelligence,3
10020639,SKLGEN41,Operational Excellence,3
10020639,SKLMANU02,"Chemistry, Manufacturing, and Control (CMC)",3
10020640,CAP053,Inclusive Leadership,3
10020640,CAP063,Leadership Behavior,3
10020640,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020640,CAP078,Organizational Knowledge,3
10020640,SKLLEAD18,Gap Analysis,3
10020640,CAP064,Leading Others,3
10020640,SKLGEN04,Cost-Benefit Analysis,3
10020640,SKLHC95,Pharmaceutical Trends,3
10020640,SKLCS02,Business Intelligence,3
10020640,SKLMANU13,Good Manufacturing Practice (GMP),3
10020640,SKLCOM30,Stakeholder Engagement,2
10020640,CAP018,Change Management,3
10020640,SKLGEN38,Operations Management,2
10020640,SKLMANU28,"Manufacturing Standards, Procedures and Policies",2
10020640,SKLGEN45,Process Optimization,3
10020640,SKLMANU02,"Chemistry, Manufacturing, and Control (CMC)",3
10020640,CAP040,Developing Others,3
10020640,SKLGEN41,Operational Excellence,3
10020640,SKLMANU01,Agile Manufacturing,3
10020640,CAP089,Program Management,3
10020641,SKLMANU01,Agile Manufacturing,3
10020641,CAP029,Consulting,2
10020641,SKLMANU13,Good Manufacturing Practice (GMP),3
10020641,CAP112,Technical Credibility,3
10020641,SKLAC10,Compliance Management,3
10020641,CAP125,Strategic and Tactical Planning,3
10020641,SKLGEN04,Cost-Benefit Analysis,2
10020641,SKLIT241,Statistical Process Control (SPC),3
10020641,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020641,SKLMANU18,International Organization for Standardization (ISO 9001) (Quality Management),3
10020641,CAP106,Standard Operating Procedures,3
10020641,CAP087,Process Improvement,3
10020641,SKLQM08,"Quality System Procedures, Instructions, and Records",3
10020641,SKLMANU02,"Chemistry, Manufacturing, and Control (CMC)",3
10020641,CAP134,Systems Thinking,3
10020641,SKLMANU37,Process Control,3
10020641,CAP082,Performance Measurement,3
10020641,SKLQM02,Quality Control Standards,3
10020641,SKLLEAD17,Strategic Reinvention,3
10020642,CAP040,Developing Others,3
10020642,CAP106,Standard Operating Procedures,3
10020642,SKLMANU37,Process Control,3
10020642,SKLMANU01,Agile Manufacturing,3
10020642,CAP087,Process Improvement,3
10020642,SKLMANU02,"Chemistry, Manufacturing, and Control (CMC)",3
10020642,CAP134,Systems Thinking,3
10020642,SKLMANU18,International Organization for Standardization (ISO 9001) (Quality Management),3
10020642,SKLIT241,Statistical Process Control (SPC),3
10020642,CAP132,Resource Planning,2
10020642,SKLQM08,"Quality System Procedures, Instructions, and Records",3
10020642,CAP146,Giving Feedback,2
10020642,CAP128,Business Storytelling,3
10020642,CAP064,Leading Others,3
10020642,SKLMANU13,Good Manufacturing Practice (GMP),3
10020642,CAP053,Inclusive Leadership,3
10020642,CAP063,Leadership Behavior,3
10020642,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020642,SKLCOM30,Stakeholder Engagement,2
10020642,SKLAC10,Compliance Management,3
10020642,SKLQM02,Quality Control Standards,3
10020643,CAP109,Sustainability,3
10020643,CAP098,Safety Focus,3
10020643,CAP106,Standard Operating Procedures,3
10020643,SKLMANU31,Package and Labeling Regulations,3
10020643,CAP055,Industry Insight,3
10020643,SKLMANU01,Agile Manufacturing,3
10020643,CAP112,Technical Credibility,3
10020643,CAP058,Innovation,3
10020643,SKLMANU32,Packaging Workflow Management,3
10020643,SKLMANU13,Good Manufacturing Practice (GMP),3
10020643,CAP125,Strategic and Tactical Planning,3
10020643,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020643,SKLMANU37,Process Control,3
10020643,CAP073,Mentoring,3
10020643,SKLMANU30,Package and Labelling Design Principles,3
10020643,SKLMANU43,Recycled and Flexible Packaging Strategy,3
10020643,SKLGEN44,Cross-Functional Collaboration,2
10020643,SKLGEN02,Competitive Landscape,3
10020643,SKLBC09,Package Processing Equipment,3
10020644,SKLBC09,Package Processing Equipment,3
10020644,CAP063,Leadership Behavior,3
10020644,CAP098,Safety Focus,3
10020644,SKLGEN02,Competitive Landscape,3
10020644,SKLMANU13,Good Manufacturing Practice (GMP),3
10020644,SKLMANU43,Recycled and Flexible Packaging Strategy,3
10020644,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020644,SKLMANU30,Package and Labelling Design Principles,3
10020644,SKLMANU32,Packaging Workflow Management,3
10020644,CAP053,Inclusive Leadership,3
10020644,CAP106,Standard Operating Procedures,3
10020644,CAP109,Sustainability,3
10020644,SKLMANU31,Package and Labeling Regulations,3
10020644,CAP089,Program Management,3
10020644,CAP040,Developing Others,3
10020644,SKLMANU37,Process Control,3
10020644,SKLMANU28,"Manufacturing Standards, Procedures and Policies",3
10020644,CAP064,Leading Others,3
10020644,SKLMANU01,Agile Manufacturing,3
10020645,SKLMKT17,Customer Analytics,3
10020645,CAP112,Technical Credibility,3
10020645,SKLMKT34,Marketing Strategy and Positioning,3
10020645,CAP082,Performance Measurement,3
10020645,CAP045,Execution Focus,3
10020645,SKLDT02,Big Data Management and Analytics,3
10020645,CAP014,Business Alignment,3
10020645,SKLGEN45,Process Optimization,2
10020645,SKLMKT07,Business Data Analysis,3
10020645,SKLCS08,Customer Intelligence,3
10020645,SKLFA23,Financial Analysis,3
10020645,CAP058,Innovation,3
10020645,SKLGEN02,Competitive Landscape,3
10020645,CAP125,Strategic and Tactical Planning,3
10020645,SKLMKT04,Brand / Reputation Management,3
10020645,SKLIT251,Advanced Analytics,3
10020645,SKLMKT22,External Market Knowledge,3
10020645,CAP055,Industry Insight,3
10020645,CAP010,Analytical Reasoning,3
10020645,SKLMKT26,Insights-Driven Marketing,3
10020645,SKLGEN04,Cost-Benefit Analysis,2
10020645,SKLGEN05,Data Analysis,3
10020645,SKLMKT36,Marketing Trends,3
10020646,CAP010,Analytical Reasoning,3
10020646,SKLMKT34,Marketing Strategy and Positioning,3
10020646,SKLGEN41,Operational Excellence,3
10020646,SKLMKT36,Marketing Trends,3
10020646,SKLFA23,Financial Analysis,3
10020646,SKLMKT04,Brand / Reputation Management,3
10020646,CAP089,Program Management,2
10020646,CAP053,Inclusive Leadership,3
10020646,SKLCS08,Customer Intelligence,3
10020646,SKLMKT22,External Market Knowledge,3
10020646,SKLGEN02,Competitive Landscape,3
10020646,CAP064,Leading Others,3
10020646,CAP132,Resource Planning,2
10020646,SKLMKT17,Customer Analytics,3
10020646,CAP055,Industry Insight,3
10020646,CAP040,Developing Others,3
10020646,SKLDT02,Big Data Management and Analytics,3
10020646,CAP063,Leadership Behavior,3
10020646,CAP045,Execution Focus,3
10020646,SKLMKT07,Business Data Analysis,3
10020646,SKLGEN05,Data Analysis,3
10020646,CAP058,Innovation,3
10020646,SKLMKT26,Insights-Driven Marketing,3
10020647,SKLSCM26,Strategic Sourcing,3
10020647,SKLSCM36,Vendor/Supplier Selection,3
10020647,SKLMANU33,Plant Operations / Manufacturing Operations,3
10020647,SKLGEN03,Contract Management,2
10020647,CAP063,Leadership Behavior,3
10020647,CAP128,Business Storytelling,2
10020647,CAP075,Negotiating,2
10020647,CAP064,Leading Others,3
10020647,SKLSCM37,Warehouse Management,3
10020647,CAP047,Financially Savvy,3
10020647,SKLSCM11,Inventory Optimization,3
10020647,SKLSCM03,Demand Forecasting,3
10020647,CAP053,Inclusive Leadership,3
10020647,CAP040,Developing Others,3
10020647,SKLSCM12,Logistics Optimization,3
10020647,SKLMANU01,Agile Manufacturing,3
10020647,CAP032,Critical Thinking,3
10020647,CAP096,Risk Management,3
10020647,SKLMANU51,Material Requirements Planning (MRP),3
10020647,SKLMANU13,Good Manufacturing Practice (GMP),3
10020648,SKLHR93,Succession Planning,2
10020648,SKLBIO49,Biofabrication,3
10020648,CAP064,Leading Others,3
10020648,CAP053,Inclusive Leadership,3
10020648,CAP063,Leadership Behavior,3
10020648,SKLRD17,Research and Development,3
10020648,CAP095,Researching,3
10020648,CAP132,Resource Planning,3
10020648,TT001669,SAP Product Lifecycle Management (PLM),3
10020648,CAP050,Global Markets,3
10020648,SKLCOM30,Stakeholder Engagement,3
10020648,SKLBIO45,Biomaterials,3
10020648,SKLHC90,Medical Trends,3
10020648,SKLHC45,Medical Affairs,3
10020648,CAP040,Developing Others,3
10020648,CAP082,Performance Measurement,3
10020648,SKLRD11,Product Portfolio Management,3
10020648,CAP085,Presentation Skills,3
10020648,SKLHS52,Biostatistics,3
10020648,SKLRD07,Product Development,3
10020649,SKLGEN46,Continuous Improvement,3
10020649,CAP022,Commercial Thinking,2
10020649,SKLBIO28,"Science, Technology, Engineering, and Math (STEM) Application",3
10020649,SKLPM08,Project Management Methodologies and Frameworks,3
10020649,CAP005,Advising,2
10020649,SKLGEN03,Contract Management,3
10020649,SKLENG15,Mechanical Engineering,3
10020649,SKLENG10,Feasibility Study,3
10020649,CAP040,Developing Others,3
10020649,SKLFA07,Budget Management,3
10020649,SKLDT09,Design Thinking,3
10020649,CAP053,Inclusive Leadership,3
10020649,CAP063,Leadership Behavior,3
10020649,CAP037,Decision Quality,3
10020649,CAP117,Vendor Management,3
10020649,CAP018,Change Management,2
10020649,CAP112,Technical Credibility,3
10020649,SKLRD07,Product Development,3
10020649,SKLSCM01,Agile Supply Chain Management,3
10020649,CAP064,Leading Others,3
10020650,SKLHC92,Medical Communications (Med Comms),3
10020650,SKLRD12,Product Strategy,3
10020650,CAP064,Leading Others,3
10020650,SKLHC10,Clinical Research and Regulations,3
10020650,CAP063,Leadership Behavior,3
10020650,SKLGEN36,Workflow Analysis,3
10020650,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),3
10020650,CAP053,Inclusive Leadership,3
10020650,SKLGEN48,Business Requirements Analysis,2
10020650,CAP023,Communicating Effectively,3
10020650,CAP010,Analytical Reasoning,3
10020650,SKLDT20,Digital Culture,3
10020650,SKLHC45,Medical Affairs,3
10020650,SKLSUS07,Stakeholder Theory,2
10020650,CAP107,Strategic Thinking,3
10020650,SKLHC90,Medical Trends,3
10020650,CAP040,Developing Others,3
10020650,SKLHC49,Medical Regulation Compliance,3
10020650,SKLDT21,Digital Literacy,3
10020651,CAP040,Developing Others,3
10020651,SKLHR81,People Performance Management,3
10020651,SKLHC49,Medical Regulation Compliance,3
10020651,CAP107,Strategic Thinking,3
10020651,CAP089,Program Management,3
10020651,SKLHC10,Clinical Research and Regulations,3
10020651,CAP053,Inclusive Leadership,3
10020651,CAP016,Business Savvy,3
10020651,CAP063,Leadership Behavior,3
10020651,CAP064,Leading Others,3
10020651,SKLGEN44,Cross-Functional Collaboration,3
10020651,CAP023,Communicating Effectively,3
10020651,SKLHC45,Medical Affairs,3
10020651,CAP010,Analytical Reasoning,3
10020651,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),3
10020651,SKLHC90,Medical Trends,3
10020651,SKLHC92,Medical Communications (Med Comms),3
10020651,SKLRD12,Product Strategy,3
10020652,CAP053,Inclusive Leadership,3
10020652,SKLHC10,Clinical Research and Regulations,3
10020652,SKLCS22,Product Knowledge,3
10020652,CAP040,Developing Others,3
10020652,CAP055,Industry Insight,3
10020652,CAP107,Strategic Thinking,3
10020652,SKLSLS51,Partner Enablement,2
10020652,SKLHC12,Clinical Trials,3
10020652,SKLHC49,Medical Regulation Compliance,3
10020652,CAP013,Building Relationships,3
10020652,SKLDT21,Digital Literacy,3
10020652,SKLRD17,Research and Development,3
10020652,SKLGEN43,Data-driven Decision Making,3
10020652,SKLHC45,Medical Affairs,3
10020652,CAP064,Leading Others,3
10020652,CAP063,Leadership Behavior,3
10020652,SKLDT20,Digital Culture,3
10020652,SKLHC92,Medical Communications (Med Comms),3
10020652,CAP035,Customer Centricity,3
10020653,SKLHC92,Medical Communications (Med Comms),3
10020653,SKLHC70,Pharmacovigilance,2
10020653,SKLCA10,Copywriting and Editing,3
10020653,SKLGEN23,Corporate Writing,3
10020653,CAP055,Industry Insight,3
10020653,SKLHC10,Clinical Research and Regulations,3
10020653,CAP073,Mentoring,3
10020653,CAP125,Strategic and Tactical Planning,3
10020653,CAP106,Standard Operating Procedures,3
10020653,CAP112,Technical Credibility,3
10020653,SKLQM09,Quality Validation,3
10020653,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),3
10020653,CAP005,Advising,3
10020653,CAP064,Leading Others,2
10020653,SKLHC45,Medical Affairs,3
10020654,SKLHC10,Clinical Research and Regulations,3
10020654,SKLHC92,Medical Communications (Med Comms),3
10020654,CAP053,Inclusive Leadership,3
10020654,SKLGEN23,Corporate Writing,3
10020654,SKLQM09,Quality Validation,3
10020654,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),3
10020654,CAP125,Strategic and Tactical Planning,3
10020654,SKLHC45,Medical Affairs,3
10020654,SKLHR93,Succession Planning,3
10020654,CAP040,Developing Others,3
10020654,SKLGEN44,Cross-Functional Collaboration,3
10020654,SKLCA10,Copywriting and Editing,3
10020654,CAP063,Leadership Behavior,3
10020654,CAP082,Performance Measurement,3
10020654,CAP055,Industry Insight,3
10020654,CAP064,Leading Others,3
10020654,CAP106,Standard Operating Procedures,3
10020655,SKLGEN44,Cross-Functional Collaboration,2
10020655,SKLBF97,Divestitures,2
10020655,SKLCA03,Alliance Development,3
10020655,CAP037,Decision Quality,3
10020655,SKLLEAD04,Corporate Governance,3
10020655,SKLGEN28,Consulting Professionalism and Ethics,3
10020655,CAP112,Technical Credibility,3
10020655,SKLLEAD07,Due Diligence,3
10020655,SKLBF27,Mergers and Acquisitions,3
10020655,CAP073,Mentoring,3
10020655,CAP125,Strategic and Tactical Planning,3
10020655,SKLLEAD17,Strategic Reinvention,3
10020655,CAP082,Performance Measurement,3
10020655,SKLFA41,Regulatory Compliance,3
10020655,CAP075,Negotiating,3
10020655,CAP055,Industry Insight,3
10020655,SKLGEN02,Competitive Landscape,3
10020656,SKLBF27,Mergers and Acquisitions,3
10020656,SKLBF97,Divestitures,3
10020656,CAP064,Leading Others,3
10020656,CAP078,Organizational Knowledge,3
10020656,SKLHR125,Resource Management,2
10020656,SKLGEN28,Consulting Professionalism and Ethics,3
10020656,CAP075,Negotiating,3
10020656,SKLGEN02,Competitive Landscape,3
10020656,CAP037,Decision Quality,3
10020656,CAP063,Leadership Behavior,3
10020656,SKLLEAD07,Due Diligence,3
10020656,CAP053,Inclusive Leadership,3
10020656,SKLFA41,Regulatory Compliance,3
10020656,SKLHR93,Succession Planning,2
10020656,SKLLEAD04,Corporate Governance,3
10020656,CAP082,Performance Measurement,3
10020656,CAP040,Developing Others,3
10020656,SKLLEAD17,Strategic Reinvention,3
10020656,SKLCA03,Alliance Development,3
10020656,CAP055,Industry Insight,3
10020657,SKLHR42,Global Mobility and Expat Management,3
10020657,CAP116,Valuing Diversity,3
10020657,SKLHR92,Strategic Human Resources (HR) Planning,3
10020657,CAP050,Global Markets,3
10020657,SKLCB08,External and Internal Pay Equity,3
10020657,CAP112,Technical Credibility,3
10020657,SKLCB02,Compensation and Benefits Trends,3
10020657,CAP077,Optimizing People Productivity,3
10020657,CAP073,Mentoring,3
10020657,SKLHR67,Labor Law,3
10020657,SKLHR111,Global HR Management,3
10020657,SKLHR62,Internal Mobility,3
10020657,CAP125,Strategic and Tactical Planning,3
10020657,SKLHR94,Talent Management,3
10020657,SKLGEN44,Cross-Functional Collaboration,3
10020657,SKLCB04,Compensation Planning and Management,3
10020658,SKLHR94,Talent Management,3
10020658,SKLHR54,HR Policies and Procedures,2
10020658,CAP064,Leading Others,3
10020658,CAP040,Developing Others,3
10020658,SKLCB04,Compensation Planning and Management,3
10020658,CAP050,Global Markets,3
10020658,CAP089,Program Management,3
10020658,SKLHR42,Global Mobility and Expat Management,3
10020658,SKLHR92,Strategic Human Resources (HR) Planning,3
10020658,CAP063,Leadership Behavior,3
10020658,CAP116,Valuing Diversity,3
10020658,SKLCB15,Payroll Processing,3
10020658,SKLHR62,Internal Mobility,3
10020658,CAP117,Vendor Management,3
10020658,SKLHR67,Labor Law,3
10020658,CAP077,Optimizing People Productivity,3
10020658,CAP053,Inclusive Leadership,3
10020658,SKLHR111,Global HR Management,3
10020659,SKLCA07,Branding,3
10020659,SKLCOM16,Integrated Marketing Communications,3
10020659,CAP040,Developing Others,3
10020659,CAP053,Inclusive Leadership,3
10020659,CAP127,Market Savvy,2
10020659,SKLCA11,Corporate Affairs Management,3
10020659,SKLMKT04,Brand / Reputation Management,3
10020659,CAP063,Leadership Behavior,3
10020659,SKLCA12,Corporate Communications Measurement,3
10020659,SKLCOM40,Stakeholder Engagement Strategy,3
10020659,CAP060,Intercultural Communication,3
10020659,CAP006,Agile Decision Making,3
10020659,SKLFA43,Risk Assessment,3
10020659,CAP013,Building Relationships,3
10020659,SKLCA13,Corporate Communications Strategy,3
10020659,CAP064,Leading Others,3
10020659,SKLFA08,Budgeting,2
10020659,SKLSLS32,Influencer Knowledge,3
10020660,CAP073,Mentoring,2
10020660,CAP089,Program Management,3
10020660,CAP125,Strategic and Tactical Planning,3
10020660,SKLCA09,Community Relations,3
10020660,SKLCS27,Customer Service Philosophy,3
10020660,SKLCS13,Customer Satisfaction,3
10020660,CAP019,Client Management,3
10020660,SKLCS07,Customer Experience Management,3
10020660,CAP112,Technical Credibility,3
10020660,SKLCS14,Customer Service,3
10020660,CAP013,Building Relationships,3
10020660,CAP064,Leading Others,2
10020660,CAP035,Customer Centricity,3
10020660,SKLCS28,Customer Support Operations,3
10020660,SKLCS17,Customer Support Trends,3
10020660,SKLPOL11,Policy Development,2
10020660,SKLGEN46,Continuous Improvement,2
10020660,SKLCOM09,Customer Relations,3
10020661,SKLMKT06,Brand Recognition and Loyalty,2
10020661,SKLCOM09,Customer Relations,3
10020661,SKLCS17,Customer Support Trends,3
10020661,CAP040,Developing Others,3
10020661,CAP035,Customer Centricity,3
10020661,CAP064,Leading Others,3
10020661,CAP053,Inclusive Leadership,3
10020661,SKLCS14,Customer Service,3
10020661,SKLCS28,Customer Support Operations,3
10020661,SKLCS13,Customer Satisfaction,3
10020661,CAP019,Client Management,3
10020661,CAP014,Business Alignment,3
10020661,SKLCS07,Customer Experience Management,3
10020661,CAP063,Leadership Behavior,3
10020661,SKLCS27,Customer Service Philosophy,3
10020661,SKLCOM30,Stakeholder Engagement,2
10020661,CAP013,Building Relationships,3
10020661,SKLCA09,Community Relations,3
10020662,CAP063,Leadership Behavior,3
10020662,CAP064,Leading Others,3
10020662,SKLHR110,Capability-based Training and Development,2
10020662,SKLIT251,Advanced Analytics,3
10020662,CAP107,Strategic Thinking,3
10020662,SKLRD12,Product Strategy,2
10020662,SKLGEN12,Data Quality,3
10020662,SKLGEN14,Data Visualization,3
10020662,SKLIT180,Ethical Data Usage,3
10020662,CAP006,Agile Decision Making,2
10020662,SKLDT07,Data Science,3
10020662,CAP053,Inclusive Leadership,3
10020662,SKLDT10,Digital Fluency,3
10020662,SKLGEN05,Data Analysis,3
10020662,CAP036,Data Savvy,3
10020662,CAP014,Business Alignment,2
10020662,CAP032,Critical Thinking,3
10020662,CAP040,Developing Others,3
10020662,SKLGEN09,Data Gathering and Reporting,3
10020663,SKLMKT34,Marketing Strategy and Positioning,3
10020663,SKLMKT13,Content Marketing,3
10020663,SKLMKT11,Content Management,3
10020663,SKLMKT19,Digital Marketing,3
10020663,SKLMKT17,Customer Analytics,3
10020663,CAP064,Leading Others,3
10020663,SKLMKT41,Search Engine Marketing (SEM),3
10020663,CAP013,Building Relationships,3
10020663,CAP123,Writing/Reporting,3
10020663,CAP060,Intercultural Communication,3
10020663,CAP053,Inclusive Leadership,3
10020663,SKLCOM35,Digital Media Trends,3
10020663,CAP087,Process Improvement,3
10020663,CAP113,Technologically Savvy,3
10020663,SKLCOM11,Digital Channels,3
10020663,SKLMKT35,Marketing Technology (Martech),2
10020663,CAP063,Leadership Behavior,3
10020663,CAP040,Developing Others,3
10020664,SKLGEN45,Process Optimization,2
10020664,SKLPM04,Hybrid Project Management,3
10020664,SKLRD07,Product Development,3
10020664,CAP075,Negotiating,3
10020664,CAP089,Program Management,3
10020664,SKLHC73,Preclinical Research,3
10020664,CAP109,Sustainability,3
10020664,CAP064,Leading Others,3
10020664,SKLIT120,Technical Writing,2
10020664,CAP063,Leadership Behavior,3
10020664,CAP040,Developing Others,3
10020664,SKLQM01,Quality Control (QC),3
10020664,CAP053,Inclusive Leadership,3
10020664,SKLHC20,Drug Discovery and Development,3
10020664,CAP032,Critical Thinking,3
10020664,SKLRD18,Scientific Research,3
10020664,CAP106,Standard Operating Procedures,3
10020664,SKLHC09,Clinical Operations,3
10020664,SKLHC57,Pharmaceutical Engineering,3
10020665,SKLFA07,Budget Management,3
10020665,CAP082,Performance Measurement,3
10020665,SKLPP03,Emergency Response,2
10020665,CAP021,Collaborating,3
10020665,CAP040,Developing Others,3
10020665,SKLOM08,Facility Management Compliance,3
10020665,SKLOM42,Facilities Modification and Building Projects,3
10020665,CAP096,Risk Management,3
10020665,SKLOM07,Facilities Management,3
10020665,CAP064,Leading Others,3
10020665,CAP037,Decision Quality,3
10020665,CAP063,Leadership Behavior,3
10020665,SKLOM14,Machinery and Equipment Maintenance,3
10020665,CAP053,Inclusive Leadership,3
10020665,SKLHR93,Succession Planning,2
10020665,SKLOM09,Facility Management Software,3
10020665,SKLOM37,Space Management,3
10020665,CAP047,Financially Savvy,3
10020665,SKLHS05,Occupational Safety and Health Standards (OSHS) Compliance,3
10020666,CAP010,Analytical Reasoning,3
10020666,CAP125,Strategic and Tactical Planning,3
10020666,CAP112,Technical Credibility,3
10020666,SKLLEAD19,Strategic Analysis,3
10020666,CAP047,Financially Savvy,3
10020666,CAP037,Decision Quality,3
10020666,CAP073,Mentoring,3
10020666,SKLAC07,Auditing,3
10020666,SKLFA30,Financial Risk Management,3
10020666,SKLGEN44,Cross-Functional Collaboration,2
10020666,SKLBF60,Financial Management,3
10020666,SKLFA07,Budget Management,3
10020666,SKLFA26,Financial Modeling,3
10020666,SKLFA23,Financial Analysis,3
10020666,SKLFA27,Financial Planning,3
10020667,CAP040,Developing Others,3
10020667,SKLFA27,Financial Planning,3
10020667,CAP125,Strategic and Tactical Planning,3
10020667,CAP064,Leading Others,3
10020667,SKLFA23,Financial Analysis,3
10020667,SKLFA07,Budget Management,3
10020667,CAP016,Business Savvy,3
10020667,SKLLEAD19,Strategic Analysis,3
10020667,SKLFA26,Financial Modeling,3
10020667,CAP047,Financially Savvy,3
10020667,SKLHR126,Resource Allocation,2
10020667,CAP053,Inclusive Leadership,3
10020667,CAP037,Decision Quality,3
10020667,SKLFA30,Financial Risk Management,3
10020667,SKLHR162,Workforce Intelligence,2
10020667,CAP063,Leadership Behavior,3
10020667,SKLBF60,Financial Management,3
10020668,SKLGEN44,Cross-Functional Collaboration,2
10020668,SKLHR29,Employee Experience,3
10020668,CAP055,Industry Insight,2
10020668,SKLPM07,Organizational Project Management,2
10020668,SKLHR51,Human Resources (HR) Operations,3
10020668,CAP112,Technical Credibility,3
10020668,SKLHR49,HR Operational Planning and Organizing,3
10020668,CAP005,Advising,3
10020668,CAP125,Strategic and Tactical Planning,3
10020668,SKLHR46,Human Resources (HR) Best Practice,2
10020668,CAP073,Mentoring,2
10020668,CAP101,Servant Leadership,3
10020668,SKLHR94,Talent Management,3
10020668,CAP057,Information Transparency,3
10020668,SKLHR45,Human Resources (HR) Audit,3
10020668,SKLHR68,Labor Relations,3
10020668,CAP033,Cultural Competence,3
10020668,SKLHR52,HR Planning and Development,3
10020668,SKLHR92,Strategic Human Resources (HR) Planning,3
10020669,SKLHR52,HR Planning and Development,3
10020669,CAP057,Information Transparency,3
10020669,SKLFA41,Regulatory Compliance,3
10020669,SKLCA02,Advocacy Communications,3
10020669,SKLHR68,Labor Relations,3
10020669,CAP063,Leadership Behavior,3
10020669,SKLHR29,Employee Experience,3
10020669,SKLHR51,Human Resources (HR) Operations,3
10020669,CAP064,Leading Others,3
10020669,SKLHR49,HR Operational Planning and Organizing,3
10020669,SKLHR94,Talent Management,3
10020669,CAP082,Performance Measurement,3
10020669,SKLHR45,Human Resources (HR) Audit,3
10020669,SKLHR54,HR Policies and Procedures,3
10020669,CAP053,Inclusive Leadership,3
10020669,CAP040,Developing Others,3
10020669,CAP101,Servant Leadership,3
10020669,SKLHR92,Strategic Human Resources (HR) Planning,3
10020669,CAP033,Cultural Competence,3
10020670,SKLGEN38,Operations Management,3
10020670,SKLMKT36,Marketing Trends,3
10020670,SKLGEN44,Cross-Functional Collaboration,3
10020670,SKLMKT13,Content Marketing,3
10020670,CAP063,Leadership Behavior,3
10020670,CAP064,Leading Others,3
10020670,SKLHR93,Succession Planning,2
10020670,SKLMKT34,Marketing Strategy and Positioning,3
10020670,CAP053,Inclusive Leadership,3
10020670,SKLMKT04,Brand / Reputation Management,3
10020670,CAP055,Industry Insight,2
10020670,CAP040,Developing Others,3
10020670,CAP047,Financially Savvy,2
10020670,CAP045,Execution Focus,3
10020670,SKLMKT39,Promotions,3
10020670,CAP022,Commercial Thinking,3
10020670,CAP082,Performance Measurement,3
10020670,SKLMKT32,Marketing Platforms,3
10020670,SKLFA23,Financial Analysis,3
10020670,SKLGEN05,Data Analysis,3
10020670,CAP058,Innovation,3
10020670,SKLSLS28,Collaborative Sales and Marketing,3
10020670,SKLCS08,Customer Intelligence,3
10020671,SKLHC10,Clinical Research and Regulations,3
10020671,SKLHR93,Succession Planning,2
10020671,CAP063,Leadership Behavior,3
10020671,CAP053,Inclusive Leadership,3
10020671,CAP010,Analytical Reasoning,3
10020671,CAP037,Decision Quality,3
10020671,SKLLEAD02,Business Planning,3
10020671,CAP064,Leading Others,3
10020671,CAP107,Strategic Thinking,3
10020671,SKLHC45,Medical Affairs,3
10020671,CAP089,Program Management,2
10020671,CAP040,Developing Others,3
10020671,SKLHC92,Medical Communications (Med Comms),3
10020671,SKLHC11,Clinical Trial Operations: Good Clinical Practice (GCPs),3
10020671,CAP048,Forming Partnerships,2
10020671,CAP005,Advising,2
10020671,SKLHC80,Clinical Trial Design,3
10020671,SKLHC39,Health-Medical Programs,3
10020672,SKLLEAD12,Market Expansion,3
10020672,CAP112,Technical Credibility,3
10020672,SKLCS08,Customer Intelligence,2
10020672,SKLSCM33,Sustainable Procurement,3
10020672,SKLSCM36,Vendor/Supplier Selection,3
10020672,CAP058,Innovation,3
10020672,SKLHC50,Medicines and Device Development and Regulation,3
10020672,SKLGEN44,Cross-Functional Collaboration,2
10020672,CAP013,Building Relationships,3
10020672,CAP127,Market Savvy,2
10020672,CAP029,Consulting,3
10020672,SKLSLS22,Strategic Sales Planning,3
10020672,SKLSLS25,Solution Selling/Sales,2
10020672,SKLSLS19,Selling,3
10020672,SKLSLS13,Sales Presentations and Demos,3
10020672,SKLSLS17,Sales Training,3
10020672,CAP125,Strategic and Tactical Planning,3
10020672,CAP094,Representing,3
10020673,SKLSLS19,Selling,3
10020673,SKLSCM36,Vendor/Supplier Selection,3
10020673,SKLHR93,Succession Planning,2
10020673,SKLSLS22,Strategic Sales Planning,3
