employee_id,competency_id
E19285,TT001366
E19286,TT001368
E19287,TT001369
E19288,TT001370
E19289,TT001371
E19290,TT001372
E19291,TT001373
E19292,TT001374
E19293,TT001375
E19294,TT001376
E19295,TT001377
E19296,TT001378
E19297,TT001379
E19298,TT001380
E19299,TT001381
E19300,TT001383
E19301,TT001384
E19302,TT001385
E19303,TT001386
E19304,TT001387
E19305,TT001388
E19306,TT001389
E19307,TT001390
E19308,TT001391
E19309,TT001392
E19310,TT001393
E19311,TT001394
E19312,TT001395
E19313,TT001396
E19314,TT001397
E19315,TT001398
E19316,TT001399
E19317,TT001400
E19318,TT001401
E19319,TT001402
E19320,TT001403
E19321,TT001404
E19322,TT001405
E19323,TT001406
E19324,TT001407
E19325,TT001408
E19326,TT001409
E19327,TT001410
E19328,TT001411
E19329,TT001412
E19330,TT001413
E19331,TT001414
E19332,TT001415
E19333,TT001416
E19334,TT001417
E19335,TT001418
E19336,TT001419
E19337,TT001420
E19338,TT001421
E19339,TT001422
E19340,TT001423
E19341,TT001424
E19342,TT001425
E19343,TT001426
E19344,TT001427
E19345,TT001428
E19346,TT001429
E19347,TT001430
E19348,TT001431
E19349,TT001432
E19350,TT001433
E19351,TT001434
E19352,TT001435
E19353,TT001436
E19354,TT001437
E19355,TT001438
E19356,TT001439
E19357,TT001440
E19358,TT001441
E19359,TT001442
E19360,TT001443
E19361,TT001444
E19362,TT001445
E19363,TT001446
E19364,TT001447
E19365,TT001448
E19366,TT001449
E19367,TT001450
E19368,TT001451
E19369,TT001452
E19370,TT001453
E19371,TT001454
E19372,TT001455
E19373,TT001456
E19374,TT001457
E19375,TT001458
E19376,TT001459
E19377,TT001460
E19378,TT001461
E19379,TT001462
E19380,TT001463
E19381,TT001464
E19382,TT001465
E19383,TT001466
E19384,TT001467
E19385,TT001469
E19386,TT001470
E19387,TT001471
E19388,TT001472
E19389,TT001473
E19390,TT001474
E19391,TT001475
E19392,TT001476
E19393,TT001477
E19394,TT001478
E19395,TT001479
E19396,TT001480
E19397,TT001481
E19398,TT001482
E19399,TT001483
E19400,TT001484
E19401,TT001485
E19402,TT001486
E19403,TT001487
E19404,TT001488
E19405,TT001489
E19406,TT001490
E19407,TT001491
E19408,TT001492
E19409,TT001493
E19410,TT001494
E19411,TT001495
E19412,TT001496
E19413,TT001498
E19414,TT001499
E19415,TT001500
E19416,TT001501
E19417,TT001502
E19418,TT001503
E19419,TT001504
E19420,TT001505
E19421,TT001506
E19422,TT001507
E19423,TT001508
E19424,TT001509
E19425,TT001510
E19426,TT001511
E19427,TT001512
E19428,TT001513
E19429,TT001514
E19430,TT001515
E19431,TT001516
E19432,TT001517
E19433,TT001518
E19434,TT001519
E19435,TT001520
E19436,TT001521
E19437,TT001522
E19438,TT001523
E19439,TT001524
E19440,TT001525
E19441,TT001526
E19442,TT001527
E19443,TT001528
E19444,TT001529
E19445,TT001530
E19446,TT001536
E19447,TT001537
E19448,TT001538
E19449,TT001539
E19450,TT001540
E19451,TT001541
E19452,TT001542
E19453,TT001543
E19454,TT001544
E19455,TT001531
E19456,TT001532
E19457,TT001533
E19458,TT001534
E19459,TT001535
E19460,TT001545
E19461,TT001546
E19462,TT001547
E19463,TT001549
E19464,TT001550
E19465,TT001551
E19466,TT001552
E19467,TT001553
E19468,TT001554
E19469,TT001555
E19470,TT001556
E19471,TT001557
E19472,TT001558
E19473,TT001559
E19474,TT001560
E19475,TT001561
E19476,TT001562
E19477,TT001563
E19478,TT001564
E19479,TT001565
E19480,TT001566
E19481,TT001567
E19482,TT001568
E19483,TT001569
E19484,TT001570
E19485,TT001571
E19486,TT001572
E19487,TT001573
E19488,TT001574
E19489,TT001575
E19490,TT001576
E19491,TT001577
E19492,TT001578
E19493,TT001579
E19494,TT001580
E19495,TT001581
E19496,TT001583
E19497,TT001584
E19498,TT001585
E19499,TT001586
E19500,TT001587
E19501,TT001588
E19502,TT001589
E19503,TT001590
E19504,TT001591
E19505,TT001592
E19506,TT001593
E19507,TT001594
E19508,TT001595
E19509,TT001596
E19510,TT001597
E19511,TT001598
E19512,TT001599
E19513,TT001600
E19514,TT001601
E19515,TT001602
E19516,TT001603
E19517,TT001604
E19518,TT001605
E19519,TT001606
E19520,TT001607
E19521,TT001608
E19522,TT001609
E19523,TT001610
E19524,TT001611
E19525,TT001612
E19526,TT001613
E19527,TT001614
E19528,TT001615
E19529,TT001617
E19530,TT001618
E19531,TT001619
E19532,TT001620
E19533,TT001621
E19534,TT001622
E19535,TT001623
E19536,TT001624
E19537,TT001625
E19538,TT001626
E19539,TT001627
E19540,TT001628
E19541,TT001629
E19542,TT001630
E19543,TT001631
E19544,TT001632
E19545,TT001633
E19546,TT001634
E19547,TT001635
E19548,TT001636
E19549,TT001637
E19550,TT001638
E19551,TT001639
E19552,TT001640
E19553,TT001641
E19554,TT001643
E19555,TT001644
E19556,TT001645
E19557,TT001646
E19558,TT001647
E19559,TT001648
E19560,TT001649
E19561,TT001650
E19562,TT001651
E19563,TT001652
E19564,TT001653
E19565,TT001654
E19566,TT001655
E19567,TT001656
E19568,TT001657
E19569,TT001658
E19570,TT001659
E19571,TT001660
E19572,TT001661
E19573,TT001662
E19574,TT001663
E19575,TT001664
E19576,TT001665
E19577,TT001666
E19578,TT001667
E19579,TT001668
E19580,TT001669
E19581,TT001670
E19582,TT001671
E19583,TT001672
E19584,TT001673
E19585,TT001674
E19586,TT001675
E19587,TT001676
E19588,TT001677
E19589,TT001678
E19590,TT001679
E19591,TT001680
E19592,TT001681
E19593,TT001682
E19594,TT001683
E19595,TT001684
E19596,TT001685
E19597,TT001686
E19598,TT001687
E19599,TT001688
E19600,TT001689
E19601,TT001690
E19602,TT001691
E19603,TT001692
E19604,TT001693
E19605,TT001694
E19606,TT001695
E19607,TT001697
E19608,TT001698
E19609,TT001699
E19610,TT001700
E19611,TT001701
E19612,TT001702
E19613,TT001703
E19614,TT001704
E19615,TT001705
E19616,TT001706
E19617,TT001707
E19618,TT001708
E19619,TT001709
E19620,TT001710
E19621,TT001711
E19622,TT001712
E19623,TT001713
E19624,TT001714
E19625,TT001715
E19626,TT001716
E19627,TT001717
E19628,TT001718
E19629,TT001719
E19630,TT001720
E19631,TT001721
E19632,TT001722
E19633,TT001723
E19634,TT001724
E19635,TT001725
E19636,TT001727
E19637,TT001728
E19638,TT001729
E19639,TT001730
E19640,TT001731
E19641,TT001732
E19642,TT001733
E19643,TT001734
E19644,TT001735
E19645,TT001736
E19646,TT001737
E19647,TT001738
E19648,TT001739
E19649,TT001740
E19650,TT001741
E19651,TT001742
E19652,TT001744
E19653,TT001745
E19654,TT001746
E19655,TT001747
E19656,TT001748
E19657,TT001750
E19658,TT001751
E19659,TT001752
E19660,TT001753
E19661,TT001754
E19662,TT001756
E19663,TT001757
E19664,TT001758
E19665,TT001759
E19666,TT001760
E19667,TT001762
E19668,TT001763
E19669,TT001764
E19670,TT001765
E19671,TT001766
E19672,TT001767
E19673,TT001769
E19674,TT001770
E19675,TT001771
E19676,TT001772
E19677,TT001773
E19678,TT001774
E19679,TT001775
E19680,TT001776
E19681,TT001777
E19682,TT001778
E19683,TT001779
E19684,TT001780
E19685,TT001781
E19686,TT001782
E19687,TT001783
E19688,TT001784
E19689,TT001785
E19690,TT001786
E19691,TT001787
E19692,TT001794
E19693,TT001795
E19694,TT001796
E19695,TT001797
E19696,TT001798
E19697,TT001799
E19698,TT001800
E19699,TT001801
E19700,TT001802
E19701,TT001803
E19702,TT001804
E19703,TT001805
E19704,TT001806
E19705,TT001807
E19706,TT001808
E19707,TT001809
E19708,TT001810
E19709,TT001811
E19710,TT001812
E19711,TT001813
E19712,TT001814
E19713,TT001815
E19714,TT001816
E19715,TT001817
E19716,TT001818
E19717,TT001819
E19718,TT001820
E19719,TT001821
E19720,TT001822
E19721,TT001823
E19722,TT001824
E19723,TT001825
E19724,TT001826
E19725,TT001827
E19726,TT001828
E19727,TT001829
E19728,TT001830
E19729,TT001831
E19730,TT001832
E19731,TT001833
E19732,TT001834
E19733,TT001788
E19734,TT001789
E19735,TT001790
E19736,TT001791
E19737,TT001792
E19738,TT001793
E19739,TT001840
E19740,TT001841
E19741,TT001842
E19742,TT001843
E19743,TT001844
E19744,TT001845
E19745,TT001846
E19746,TT001847
E19747,TT001848
E19748,TT001849
E19749,TT001850
E19750,TT001851
E19751,TT001852
E19752,TT001853
E19753,TT001854
E19754,TT001855
E19755,TT001856
E19756,TT001857
E19757,TT001858
E19758,TT001859
E19759,TT001860
E19760,TT001861
E19761,TT001862
E19762,TT001863
E19763,TT001864
E19764,TT001865
E19765,TT001866
E19766,TT001868
E19767,TT001869
E19768,TT001870
E19769,TT001871
E19770,TT001872
E19771,TT001873
E19772,TT001874
E19773,TT001876
E19774,TT001877
E19775,TT001878
E19776,TT001879
E19777,TT001880
E19778,TT001881
E19779,TT001882
E19780,TT001883
E19781,TT001884
E19782,TT001885
E19783,TT001886
E19784,TT001887
E19785,TT001888
E19786,TT001889
E19787,TT001890
E19788,TT001892
E19789,TT001893
E19790,TT001894
E19791,TT001895
E19792,TT001896
E19793,TT001897
E19794,TT001898
E19795,TT001899
E19796,TT001900
E19797,TT001901
E19798,TT001902
E19799,TT001903
E19800,TT001904
E19801,TT001906
E19802,TT001907
E19803,TT001908
E19804,TT001909
E19805,TT001910
E19806,TT001911
E19807,TT001912
E19808,TT001913
E19809,TT001914
E19810,TT001915
E19811,TT001916
E19812,TT001917
E19813,TT001918
E19814,TT001919
E19815,TT001920
E19816,TT001921
E19817,TT001922
E19818,TT001923
E19819,TT001924
E19820,TT001925
E19821,TT001926
E19822,TT001927
E19823,TT001928
E19824,TT001929
E19825,TT001930
E19826,TT001931
E19827,TT001932
E19828,TT001933
E19829,TT001934
E19830,TT001935
E19831,TT001936
E19832,TT001937
E19833,TT001938
E19834,TT001939
E19835,TT001940
E19836,TT001941
E19837,TT001942
E19838,TT001944
E19839,TT001946
E19840,TT001947
E19841,TT001948
E19842,TT001949
E19843,TT001950
E19844,TT001951
E19845,TT001952
E19846,TT001953
E19847,TT001954
E19848,TT001955
E19849,TT001956
E19850,TT001957
E19851,TT001958
E19852,TT001959
E19853,TT001960
E19854,TT001961
E19855,TT001962
E19856,TT001963
E19857,TT001964
E19858,TT001965
E19859,TT001966
E19860,TT001967
E19861,TT001968
E19862,TT001969
E19863,TT001970
E19864,TT001971
E19865,TT001972
E19866,TT001973
E19867,TT001974
E19868,TT001975
E19869,TT001976
E19870,TT001977
E19871,TT001978
E19872,TT001979
E19873,TT001980
E19874,TT001981
E19875,TT001982
E19876,TT001983
E19877,TT001984
E19878,TT001985
E19879,TT001986
E19880,TT001987
E19881,TT001988
E19882,TT001989
E19883,TT001990
E19884,TT001991
E19885,TT001992
E19886,TT001993
E19887,TT001994
E19888,TT001995
E19889,TT001996
E19890,TT001997
E19891,TT001999
E19892,TT002001
E19893,TT002002
E19894,TT002003
E19895,TT002004
E19896,TT002005
E19897,TT002006
E19898,TT002007
E19899,TT002008
E19900,TT002009
E19901,TT002010
E19902,TT002011
E19903,TT002012
E19904,TT002013
E19905,TT002014
E19906,TT002015
E19907,TT002016
E19908,TT002017
E19909,TT002018
E19910,TT002019
E19911,TT002020
E19912,TT002021
E19913,TT002022
E19914,TT002023
E19915,TT002024
E19916,TT002025
E19917,TT002026
E19918,TT002027
E19919,TT002028
E19920,TT002029
E19921,TT002031
E19922,TT002032
E19923,TT002033
E19924,TT002034
E19925,TT002035
E19926,TT002036
E19927,TT002037
E19928,TT002038
E19929,TT002039
E19930,TT002040
E19931,TT002041
E19932,TT002042
E19933,TT002043
E19934,TT002044
E19935,TT002045
E19936,TT002046
E19937,TT002047
E19938,TT002048
E19939,TT002049
E19940,TT002050
E19941,TT002051
E19942,TT002052
E19943,TT002053
E19944,TT002054
E19945,TT002055
E19946,TT002056
E19947,TT002057
E19948,TT002058
E19949,TT002059
E19950,TT002060
E19951,TT002061
E19952,TT002062
E19953,TT002063
E19954,TT002064
E19955,TT002065
E19956,TT002066
E19957,TT002067
E19958,TT002068
E19959,TT002069
E19960,TT002070
E19961,TT002071
E19962,TT002072
E19963,TT002073
E19964,TT002074
E19965,TT002075
E19966,TT002076
E19967,TT002077
E19968,TT002078
E19969,TT002079
E19970,TT002080
E19971,TT002081
E19972,TT002082
E19973,TT002083
E19974,TT002084
E19975,TT002085
E19976,TT002086
E19977,TT002087
E19978,TT002088
E19979,TT002089
E19980,TT002090
E19981,TT002091
E19982,TT002093
E19983,TT002094
E19984,TT002095
E19985,TT002096
E19986,TT002097
E19987,TT002098
E19988,TT002099
E19989,TT002100
E19990,TT002101
E19991,TT002102
E19992,TT002103
E19993,TT002104
E19994,TT002105
E19995,TT002106
E19996,TT002107
E19997,TT002108
E19998,TT002109
E19999,TT002110
E20000,TT002113
E20001,TT002114
E20002,TT002115
E20003,TT002116
E20004,TT002117
E20005,TT002118
E20006,TT002119
E20007,TT002120
E20008,TT002121
E20009,TT002122
E20010,TT002123
E20011,TT002124
E20012,TT002125
E20013,TT002126
E20014,TT002127
E20015,TT002128
E20016,TT002129
E20017,TT002130
E20018,TT002131
E20019,TT002132
E20020,TT002133
E20021,TT002134
E20022,TT002135
E20023,TT002136
E20024,TT002137
E20025,TT002138
E20026,TT002139
E20027,TT002141
E20028,TT002142
E20029,TT002143
E20030,TT002144
E20031,TT002145
E20032,TT002146
E20033,TT002147
E20034,TT002148
E20035,TT002149
E20036,TT002150
E20037,TT002151
E20038,TT002152
E20039,TT002153
E20040,TT002154
E20041,TT002155
E20042,TT002156
E20043,TT002157
E20044,TT002158
E20045,TT002159
E20046,TT002160
E20047,TT002161
E20048,TT002162
E20049,TT002163
E20050,TT002164
E20051,TT002165
E20052,TT002166
E20053,TT002167
E20054,TT002168
E20055,TT002169
E20056,TT002170
E20057,TT002171
E20058,TT002172
E20059,TT002173
E20060,TT002174
E20061,TT002175
E20062,TT002176
E20063,TT002177
E20064,TT002178
E20065,TT002179
E20066,TT002180
E20067,TT002181
E20068,TT002182
E20069,TT002183
E20070,TT002185
E20071,TT002186
E20072,TT002187
E20073,TT002188
E20074,TT002189
E20075,TT002190
E20076,TT002191
E20077,TT002192
E20078,TT002193
E20079,TT002194
E20080,TT002195
E20081,TT002196
E20082,TT002197
E20083,TT002198
E20084,TT002200
E20085,TT002201
E20086,TT002202
E20087,TT002203
E20088,TT002204
E20089,TT002205
E20090,TT002206
E20091,TT002207
E20092,TT002208
E20093,TT002209
E20094,TT002210
E20095,TT002211
E20096,TT002212
E20097,TT002213
E20098,TT002214
E20099,TT002215
E20100,TT002216
E20101,TT002217
E20102,TT002218
E20103,TT002219
E20104,TT002220
E20105,TT002221
E20106,TT002222
E20107,TT002223
E20108,TT002224
E20109,TT002225
E20110,TT002226
E20111,TT002227
E20112,TT002228
E20113,TT002229
E20114,TT002230
E20115,TT002231
E20116,TT002232
E20117,TT002233
E20118,TT002234
E20119,TT002235
E20120,TT002236
E20121,TT002237
E20122,TT002238
E20123,TT002239
E20124,TT002240
E20125,TT002241
E20126,TT002242
E20127,TT002243
E20128,TT002244
E20129,TT002245
E20130,TT002246
E20131,TT002247
E20132,TT002248
E20133,TT002249
E20134,TT002250
E20135,TT002251
E20136,TT002252
E20137,TT002253
E20138,TT002254
E20139,TT002255
E20140,TT002256
E20141,TT002257
E20142,TT002258
E20143,TT002259
E20144,TT002260
E20145,TT002261
E20146,TT002262
E20147,TT002263
E20148,TT002264
E20149,TT002265
E20150,TT002266
E20151,TT002267
E20152,TT002268
E20153,TT002269
E20154,TT002270
E20155,TT002271
E20156,TT002272
E20157,TT002273
E20158,TT002274
E20159,TT002275
E20160,TT002276
E20161,TT002277
E20162,TT002278
E20163,TT002279
E20164,TT002280
E20165,TT002281
E20166,TT002282
E20167,TT002283
E20168,TT002284
E20169,TT002285
E20170,TT002286
E20171,TT002287
E20172,TT002288
E20173,TT002289
E20174,TT002290
E20175,TT002291
E20176,TT002292
E20177,TT002293
E20178,TT002294
E20179,TT002295
E20180,TT002296
E20181,TT002297
E20182,TT002298
E20183,TT002299
E20184,TT002300
E20185,TT002301
E20186,TT002302
E20187,TT002303
E20188,TT002304
E20189,TT002305
E20190,TT002306
E20191,TT002307
E20192,TT002308
E20193,TT002309
E20194,TT002310
E20195,TT002311
E20196,TT002312
E20197,TT002313
E20198,TT002314
E20199,TT002315
E20200,TT002316
E20201,TT002317
E20202,TT002318
E20203,TT002319
E20204,TT002320
E20205,TT002321
E20206,TT002322
E20207,TT002323
E20208,TT002324
E20209,TT002325
E20210,TT002326
E20211,TT002327
E20212,TT002328
E20213,TT002329
E20214,TT002330
E20215,TT002331
E20216,TT002332
E20217,TT002333
E20218,TT002334
E20219,TT002335
E20220,TT002336
E20221,TT002337
E20222,TT002338
E20223,TT002339
E20224,TT002340
E20225,TT002341
E20226,TT002342
E20227,TT002343
E20228,TT002344
E20229,TT002345
E20230,TT002346
E20231,TT002347
E20232,TT002348
E20233,TT002349
E20234,TT002350
E20235,TT002351
E20236,TT002352
E20237,TT002353
E20238,TT002354
E20239,TT002355
E20240,TT002356
E20241,TT002357
E20242,TT002358
E20243,TT002359
E20244,TT002360
E20245,TT002361
E20246,TT002362
E20247,TT002363
E20248,TT002364
E20249,TT002365
E20250,TT002366
E20251,TT002367
E20252,TT002368
E20253,TT002369
E20254,TT002370
E20255,TT002371
E20256,TT002372
E20257,TT002373
E20258,TT002374
E20259,TT002375
E20260,TT002376
E20261,TT002377
E20262,TT002378
E20263,TT002379
E20264,TT002380
E20265,TT002381
E20266,TT002382
E20267,TT002383
E20268,TT002384
E20269,TT002385
E20270,TT001835
E20271,TT001836
E20272,TT001838
E20273,TT001839
E20274,TT002392
E20275,TT002393
E20276,TT002394
E20277,TT002395
E20278,TT002396
E20279,TT002397
E20280,TT002398
E20281,TT002399
E20282,TT002400
E20283,TT002401
E20284,TT002402
E20285,TT002403
E20286,TT002404
E20287,TT002405
E20288,TT002406
E20289,TT002407
E20290,TT002417
E20291,TT002418
E20292,TT002419
E20293,TT002420
E20294,TT002421
E20295,TT002422
E20296,TT002423
E20297,TT002424
E20298,TT002425
E20299,TT002426
E20300,TT002427
E20301,TT002428
E20302,TT002429
E20303,TT002430
E20304,TT002431
E20305,TT002435
E20306,TT002436
E20307,CAP020
E20308,TT002386
E20309,TT002387
E20310,TT002388
E20311,TT002389
E20312,TT002390
E20313,TT002391
E20314,CAP097
E20315,CAP109
E20316,SKLBIO20
E20317,CAP116
E20318,CAP127
E20319,CAP154
E20320,CAP155
E20321,CAP156
E20322,CAP157
E20323,CAP158
E20324,SKLBC20
E20325,SKLBIO10
E20326,SKLBIO14
E20327,TT002457
E20328,SKLDT04
E20329,SKLCS40
E20330,SKLDT08
E20331,SKLDT09
E20332,SKLDT10
E20333,SKLDT23
E20334,SKLGEN51
E20335,SKLGEN05
E20336,SKLGEN14
E20337,SKLGEN18
E20338,SKLGEN44
E20339,SKLHC135
E20340,SKLHC10
E20341,SKLHC103
E20342,SKLHC116
E20343,SKLHC117
E20344,SKLHC133
E20345,TT002458
E20346,SKLHC17
E20347,SKLHC20
E20348,SKLHC58
E20349,SKLHC59
E20350,SKLHR118
E20351,SKLIT075
E20352,SKLHR130
E20353,SKLHR20
E20354,SKLHR22
E20355,SKLHS30
E20356,SKLIT026
E20357,SKLIT050
E20358,SKLIT102
E20359,SKLIT104
E20360,SKLIT129
E20361,SKLIT151
E20362,SKLIT414
E20363,SKLIT409
E20364,SKLLEAD17
E20365,SKLLEAD21
E20366,SKLMANU12
E20367,SKLMANU65
E20368,SKLPM01
E20369,SKLRD10
E20370,SKLSCM01
E20371,SKLSCM04
E20372,SKLSCM08
E20373,CAP036
E20374,CAP047
E20375,SKLSCM31
E20376,CAP072
E20377,CAP085
E20378,CAP147
E20379,CAP148
E20380,CAP149
E20381,SKLSCM12
E20382,SKLSCM33
E20383,SKLSCM43
E20384,SKLSLS26
E20385,SKLSUS06
E20386,SKLSLS04
E20387,SKLIT394
E20388,SKLGEN46
E20389,CAP151
E20390,CAP167
E20391,CAP169
E20392,CAP170
E20393,CAP171
E20394,CAP172
E20395,CAP173
E20396,CAP174
E20397,CAP175
E20398,CAP176
E20399,SKLBIO24
E20400,SKLAC29
E20401,SKLBF101
E20402,SKLAC31
E20403,SKLAC34
E20404,SKLAC35
E20405,SKLHC225
E20406,SKLAC36
E20407,SKLHC242
E20408,SKLBF100
E20409,SKLBF102
E20410,SKLBF106
E20411,SKLBF121
E20412,SKLBF111
E20413,SKLBF114
E20414,SKLBF116
E20415,SKLBF119
E20416,SKLBF120
E20417,SKLBF125
E20418,SKLBF80
E20419,SKLBF130
E20420,SKLBF135
E20421,SKLBF74
E20422,SKLHC226
E20423,SKLBF77
E20424,SKLBF79
E20425,TT002438
E20426,SKLBF82
E20427,SKLBF83
E20428,SKLBIO35
E20429,SKLBF84
E20430,SKLBF87
E20431,SKLBF95
E20432,SKLCS69
E20433,SKLBF99
E20434,SKLBIO23
E20435,SKLBIO25
E20436,SKLBIO26
E20437,TT002439
E20438,SKLBIO27
E20439,SKLBIO29
E20440,SKLCB23
E20441,SKLBIO30
E20442,SKLBIO31
E20443,SKLBIO32
E20444,SKLBIO33
E20445,SKLBIO34
E20446,SKLBIO46
E20447,SKLBIO36
E20448,SKLBIO37
E20449,SKLBIO38
E20450,SKLBIO40
E20451,SKLBIO41
E20452,SKLBIO42
E20453,SKLBIO43
E20454,SKLBIO44
E20455,SKLBIO47
E20456,SKLBIO48
E20457,SKLBIO50
E20458,SKLBIO52
E20459,TT002440
E20460,SKLBIO53
E20461,SKLBIO54
E20462,SKLBIO55
E20463,SKLCOM39
E20464,TT002441
E20465,SKLCS60
E20466,SKLCS62
E20467,CAP150
E20468,SKLCS70
E20469,SKLDT038
E20470,SKLDT040
E20471,SKLDT33
E20472,SKLDT34
E20473,SKLGEN78
E20474,SKLFA58
E20475,SKLFA59
E20476,SKLFA60
E20477,SKLFA62
E20478,SKLFA63
E20479,SKLFA64
E20480,SKLFA65
E20481,SKLFA66
E20482,SKLFA67
E20483,SKLFA68
E20484,SKLFM03
E20485,SKLGEN61
E20486,SKLHC224
E20487,SKLFM04
E20488,SKLFM05
E20489,SKLGEN71
E20490,SKLGEN53
E20491,SKLGEN55
E20492,SKLGEN59
E20493,SKLGEN62
E20494,SKLGEN63
E20495,SKLCS64
E20496,SKLCS66
E20497,SKLCS67
E20498,SKLCS68
E20499,TT002442
E20500,SKLGEN75
E20501,SKLGEN76
E20502,SKLGEN77
E20503,SKLGEN79
E20504,SKLGEN80
E20505,SKLHC159
E20506,SKLGEN81
E20507,SKLGEN82
E20508,SKLGEN83
E20509,SKLGEN84
E20510,SKLGEN85
E20511,TT002444
E20512,SKLHC162
E20513,SKLHC163
E20514,SKLHC164
E20515,SKLHC165
E20516,SKLHC202
E20517,SKLHC166
E20518,SKLHC168
E20519,SKLHC169
E20520,SKLHC209
E20521,SKLHC175
E20522,SKLHC176
E20523,TT002445
E20524,SKLHC177
E20525,SKLHC182
E20526,SKLHC183
E20527,SKLHC190
E20528,SKLHC184
E20529,SKLHC185
E20530,SKLHC186
E20531,SKLHC187
E20532,SKLHC188
E20533,SKLHC189
E20534,SKLHC191
E20535,SKLHC192
E20536,SKLHC193
E20537,SKLHC194
E20538,SKLHC195
E20539,SKLHC201
E20540,SKLHC196
E20541,SKLHC223
E20542,SKLHC197
E20543,SKLHC198
E20544,SKLHC199
E20545,SKLHC200
E20546,SKLHC203
E20547,SKLHC204
E20548,SKLHC205
E20549,SKLHC206
E20550,SKLHC207
E20551,SKLHC208
E20552,SKLHC210
E20553,SKLHC211
E20554,SKLHC212
E20555,SKLHC213
E20556,SKLHC214
E20557,SKLHC215
E20558,SKLHC216
E20559,SKLHC217
E20560,SKLHC218
E20561,SKLHC219
E20562,SKLHC220
E20563,SKLHC221
E20564,SKLHC222
E20565,SKLHC241
E20566,SKLHC227
E20567,SKLHC228
E20568,SKLHC229
E20569,SKLHC230
E20570,SKLHC231
E20571,TT002459
E20572,SKLHC232
E20573,SKLHC233
E20574,SKLHC234
E20575,SKLHC235
E20576,SKLHC236
E20577,SKLHC237
E20578,SKLHC238
E20579,SKLHC239
E20580,SKLHC240
E20581,SKLHC243
E20582,SKLHC244
E20583,SKLHC245
E20584,SKLHC246
E20585,SKLHC247
E20586,SKLHC248
E20587,SKLHC255
E20588,SKLHC249
E20589,TT002460
E20590,SKLHC250
E20591,SKLHC251
E20592,SKLHC252
E20593,SKLHC253
E20594,SKLHC254
E20595,SKLHC256
E20596,SKLHC257
E20597,SKLHC258
E20598,SKLHC259
E20599,SKLHC260
E20600,SKLHC261
E20601,SKLHC262
E20602,SKLHC263
E20603,SKLHC264
E20604,SKLHC265
E20605,SKLHC266
E20606,TT002446
E20607,SKLHC267
E20608,SKLHC268
E20609,SKLHC269
E20610,SKLHC270
E20611,SKLHC271
E20612,TT002447
E20613,SKLHC272
E20614,SKLHC273
E20615,SKLHC274
E20616,SKLHC275
E20617,SKLHC276
E20618,TT002448
E20619,SKLHR167
E20620,SKLHR157
E20621,SKLHR158
E20622,SKLHR161
E20623,SKLHR164
E20624,SKLHR166
E20625,SKLHR168
E20626,SKLHR169
E20627,SKLIT401
E20628,SKLHS63
E20629,TT002449
E20630,SKLHS66
E20631,SKLHS67
E20632,SKLHS70
E20633,SKLHS71
E20634,SKLIT313
E20635,SKLIT352
E20636,SKLIT299
E20637,SKLIT301
E20638,SKLIT309
E20639,SKLIT310
E20640,SKLIT314
E20641,SKLIT389
E20642,SKLIT316
E20643,SKLIT318
E20644,SKLIT319
E20645,SKLIT320
E20646,SKLIT323
E20647,TT002450
E20648,SKLIT324
E20649,SKLIT326
E20650,SKLIT327
E20651,SKLIT328
E20652,SKLIT330
E20653,SKLIT331
E20654,SKLIT332
E20655,SKLIT333
E20656,SKLIT338
E20657,SKLIT339
E20658,SKLIT340
E20659,TT002451
E20660,SKLIT341
E20661,SKLIT343
E20662,SKLIT344
E20663,SKLIT349
E20664,SKLIT351
E20665,SKLIT399
E20666,SKLIT361
E20667,SKLIT353
E20668,SKLIT354
E20669,SKLIT356
E20670,SKLIT357
E20671,SKLIT358
E20672,TT002412
E20673,SKLIT362
E20674,SKLIT363
E20675,SKLIT365
E20676,SKLIT367
E20677,TT002413
E20678,SKLIT371
E20679,SKLIT372
E20680,SKLIT373
E20681,SKLIT374
E20682,SKLIT375
E20683,SKLIT386
E20684,SKLIT379
E20685,SKLIT382
E20686,SKLIT384
E20687,SKLIT385
E20688,SKLIT387
E20689,SKLIT388
E20690,SKLIT390
E20691,SKLIT392
E20692,SKLIT393
E20693,SKLIT395
E20694,SKLIT397
E20695,SKLIT398
E20696,SKLIT400
E20697,SKLIT403
E20698,SKLIT404
E20699,SKLIT405
E20700,SKLIT406
E20701,SKLIT407
E20702,SKLIT451
E20703,SKLIT408
E20704,SKLIT412
E20705,SKLIT413
E20706,SKLIT416
E20707,SKLIT417
E20708,SKLIT418
E20709,SKLIT419
E20710,SKLIT420
E20711,SKLIT421
E20712,SKLIT422
E20713,TT002415
E20714,SKLIT423
E20715,SKLIT424
E20716,SKLIT425
E20717,SKLIT426
E20718,TT002416
E20719,SKLIT428
E20720,SKLIT429
E20721,SKLIT430
E20722,SKLIT431
E20723,SKLIT432
E20724,TT002432
E20725,SKLIT438
E20726,SKLIT433
E20727,SKLIT434
E20728,SKLIT435
E20729,SKLIT436
E20730,SKLIT437
E20731,SKLIT439
E20732,SKLIT440
E20733,SKLIT441
E20734,SKLIT442
E20735,SKLIT443
E20736,SKLIT444
E20737,SKLIT445
E20738,SKLIT446
E20739,SKLIT447
E20740,SKLIT448
E20741,SKLIT449
E20742,SKLIT450
E20743,SKLIT452
E20744,SKLIT453
E20745,SKLIT454
